"INVOICEREFERENCE","PAYMENTREFERENCE","ORDERID","DISCOUNTTOTALAMOUNT","DISCOUNTCODE","DISCOUNTTYPE","DISCOUNTVALUE","WLOCATION","STOCKREFERENCE","SKU","QUANTITY","CURRENTPRICE","TOTALPRICE","TOTALQTY","DELIVERYCOUNTRYCODE","ORDERREFERENCE","IDORCONVERSIONID","CURRENCYCODE","ACTION","CODE","RETURNQTY","USER_DEF_TYPE_4","LOCK_CODE","ORDERTYPE","PRICEVERSIONID","SL_NO","COUNTRYCODE","COUNTRYSTATEPROVINCEAREACODE","LOCALITY","COUNTYSTATEPROVINCEAREA","COUNTRYNAME","CUSTOMERID","PRICETOPAY","PRICECURRENT","LANGUAGECODE","BROWSECOUNTRY","EAN","PREVIOUS","DISCOUNTMETHOD","SELLERID","SUBSCRIPTION_PRICE","ORDERTOTAL","GRANDTOTAL","PAYMENTMETHOD","LOC","SOURCEDESC","SOURCEID","SELLERDESC","ROW_NUM"
"JAN010788083","4f7042b6-5ab3-4d69-b7e0-78eb938ada80","JAN010788083",30,"moreplease","Percentage",10,"FC01","900173340","9682595",3,30,90,90,"GB","JAN010788083",5910,"GBP","E","Receipt Return",1,"JAN010788083","AQL","Consumer","PRMP000002000200000004958529620220427020000",165,"GB","","Burnley","Lancs","UK","OCT040788083",1,1,"en-AU","GB","",40,"Product","",8,90,98,"PayPal",20002,"","","",4
"JAN010788083","4f7042b6-5ab3-4d69-b7e0-78eb938ada80","JAN010788083",30,"moreplease","Percentage",10,"FC01","900173340","9682596",3,30,90,90,"GB","JAN010788083",5910,"GBP","E","Receipt Return",1,"JAN010788083","AQL","Consumer","PRMP000002000200000004958529620220427020000",166,"GB","","Burnley","Lancs","UK","OCT040788083",1,1,"en-AU","GB","",40,"Product","",8,90,98,"PayPal",20002,"","","",5
"JAN010788084","860e39a7-d534-4a33-9b59-600f03e56cfd","JAN010788084",95.97,"moreplease","Percentage",31.99,"FC04","900139516","105188649",3,24,72,72,"GB","JAN010788084",5910,"GBP","E","Receipt Return",1,"JAN010788084","AQL","Consumer","PRMP000002000200000004955706720220427020000",167,"GB","","Burnley","Lancs","UK","OCT040788084",1,1,"en-AU","GB","",55.99,"Product","",8,72,80,"Card",20012,"","","",1
"JAN010788084","860e39a7-d534-4a33-9b59-600f03e56cfd","JAN010788084",95.97,"moreplease","Percentage",31.99,"FC04","900139516","105188650",3,24,72,72,"GB","JAN010788084",5910,"GBP","E","Receipt Return",1,"JAN010788084","AQL","Consumer","PRMP000002000200000004955706720220427020000",168,"GB","","Burnley","Lancs","UK","OCT040788084",1,1,"en-AU","GB","",55.99,"Product","",8,72,80,"Card",20012,"","","",2
"JAN010788084","860e39a7-d534-4a33-9b59-600f03e56cfd","JAN010788084",39,"moreplease","Percentage",13,"FC01","900139516","115003484",3,52,156,156,"GB","JAN010788084",5910,"GBP","E","Receipt Return",1,"JAN010788084","AQL","Consumer","PRMP000002000200000004957619320220427020000",169,"GB","","Burnley","Lancs","UK","OCT040788084",1,1,"en-AU","GB","",65,"Product","",8,156,164,"Card",20002,"","","",4
"JAN010788084","860e39a7-d534-4a33-9b59-600f03e56cfd","JAN010788084",39,"moreplease","Percentage",13,"FC01","900139516","115003485",3,52,156,156,"GB","JAN010788084",5910,"GBP","E","Receipt Return",1,"JAN010788084","AQL","Consumer","PRMP000002000200000004957619320220427020000",170,"GB","","Burnley","Lancs","UK","OCT040788084",1,1,"en-AU","GB","",65,"Product","",8,156,164,"Card",20002,"","","",5
"JAN010788084","860e39a7-d534-4a33-9b59-600f03e56cfd","JAN010788084",16.5,"moreplease","Percentage",5.5,"FC01","900139516","115003444",3,22.5,67.5,67.5,"GB","JAN010788084",5910,"GBP","E","Receipt Return",1,"JAN010788084","AQL","Consumer","PRMP000002000200000004957575020220427020000",171,"GB","","Burnley","Lancs","UK","OCT040788084",1,1,"en-AU","GB","",28,"Product","",8,67.5,75.5,"Card",20002,"","","",3
"JAN010788096","d6632294-f888-488f-94d2-c9b5f0c45b99","JAN010788096",23.97,"moreplease","Percentage",7.99,"FC04","900173342","106958364",3,6,18,18,"GB","JAN010788096",5910,"GBP","E","Receipt Return",1,"JAN010788096","AQL","Consumer","PRMP000002000200000004956048120220427020000",207,"GB","","Burnley","Lancs","UK","OCT040788096",1,1,"en-AU","GB","",13.99,"Product","",8,18,26,"Card",20012,"","","",2
"JAN010788096","d6632294-f888-488f-94d2-c9b5f0c45b99","JAN010788096",29.25,"moreplease","Percentage",9.75,"FC01","900173342","114160114",3,18.25,54.75,54.75,"GB","JAN010788096",5910,"GBP","E","Receipt Return",1,"JAN010788096","AQL","Consumer","PRMP000002000200000004956629720220427020000",208,"GB","","Burnley","Lancs","UK","OCT040788096",1,1,"en-AU","GB","",28,"Product","",8,54.75,62.75,"Card",20002,"","","",4
"JAN010788096","d6632294-f888-488f-94d2-c9b5f0c45b99","JAN010788096",29.25,"moreplease","Percentage",9.75,"FC01","900173342","114160116",3,18.25,54.75,54.75,"GB","JAN010788096",5910,"GBP","E","Receipt Return",1,"JAN010788096","AQL","Consumer","PRMP000002000200000004956629720220427020000",209,"GB","","Burnley","Lancs","UK","OCT040788096",1,1,"en-AU","GB","",28,"Product","",8,54.75,62.75,"Card",20002,"","","",5
"JAN010788096","d6632294-f888-488f-94d2-c9b5f0c45b99","JAN010788096",29.25,"moreplease","Percentage",9.75,"FC01","900173342","114160113",3,18.25,54.75,54.75,"GB","JAN010788096",5910,"GBP","E","Receipt Return",1,"JAN010788096","AQL","Consumer","PRMP000002000200000004956629720220427020000",210,"GB","","Burnley","Lancs","UK","OCT040788096",1,1,"en-AU","GB","",28,"Product","",8,54.75,62.75,"Card",20002,"","","",3
"JAN010788097","58789b8c-c565-4fde-ae25-59a29ef528bd","JAN010788097",26.97,"moreplease","Percentage",8.99,"FC04","900260440","113980115",3,12,36,36,"GB","JAN010788097",5910,"GBP","E","Receipt Return",1,"JAN010788097","AQL","Consumer","PRMP000002000200000004958330220220427020000",211,"GB","","Burnley","Lancs","UK","OCT040788097",1,1,"en-AU","GB","",20.99,"Product","",8,36,44,"Card",20012,"","","",1
"JAN010788097","58789b8c-c565-4fde-ae25-59a29ef528bd","JAN010788097",29.25,"moreplease","Percentage",9.75,"FC01","900260440","114160111",3,18.25,54.75,54.75,"GB","JAN010788097",5910,"GBP","E","Receipt Return",1,"JAN010788097","AQL","Consumer","PRMP000002000200000004956629720220427020000",212,"GB","","Burnley","Lancs","UK","OCT040788097",1,1,"en-AU","GB","",28,"Product","",8,54.75,62.75,"Card",20002,"","","",2
"JAN010788097","58789b8c-c565-4fde-ae25-59a29ef528bd","JAN010788097",54,"moreplease","Percentage",18,"FC01","900260440","9706996",3,27,81,81,"GB","JAN010788097",5910,"GBP","E","Receipt Return",1,"JAN010788097","AQL","Consumer","PRMP000002000200000004958669220220427020000",213,"GB","","Burnley","Lancs","UK","OCT040788097",1,1,"en-AU","GB","",45,"Product","",8,81,89,"Card",20002,"","","",5
"JAN010788097","58789b8c-c565-4fde-ae25-59a29ef528bd","JAN010788097",29.25,"moreplease","Percentage",9.75,"FC01","900260440","114160112",3,18.25,54.75,54.75,"GB","JAN010788097",5910,"GBP","E","Receipt Return",1,"JAN010788097","AQL","Consumer","PRMP000002000200000004956629720220427020000",214,"GB","","Burnley","Lancs","UK","OCT040788097",1,1,"en-AU","GB","",28,"Product","",8,54.75,62.75,"Card",20002,"","","",3
"JAN010788098","9e896635-93d4-494a-845d-d3fbe3ce80a5","JAN010788098",26.97,"moreplease","Percentage",8.99,"FC04","900147979","113980114",3,12,36,36,"GB","JAN010788098",5910,"GBP","E","Receipt Return",1,"JAN010788098","AQL","Consumer","PRMP000002000200000004958330220220427020000",215,"GB","","Burnley","Lancs","UK","OCT040788098",1,1,"en-AU","GB","",20.99,"Product","",8,36,44,"Card",20012,"","","",3
"JAN010788098","9e896635-93d4-494a-845d-d3fbe3ce80a5","JAN010788098",26.97,"moreplease","Percentage",8.99,"FC04","900147979","113980116",3,12,36,36,"GB","JAN010788098",5910,"GBP","E","Receipt Return",1,"JAN010788098","AQL","Consumer","PRMP000002000200000004958330220220427020000",216,"GB","","Burnley","Lancs","UK","OCT040788098",1,1,"en-AU","GB","",20.99,"Product","",8,36,44,"Card",20012,"","","",4
"JAN010788098","9e896635-93d4-494a-845d-d3fbe3ce80a5","JAN010788098",23.85,"moreplease","Percentage",7.95,"FC01","900147979","107033920",3,32,96,96,"GB","JAN010788098",5910,"GBP","E","Receipt Return",1,"JAN010788098","AQL","Consumer","PRMP000002000200000005101344220220427020000",217,"GB","","Burnley","Lancs","UK","OCT040788098",1,1,"en-AU","GB","",39.95,"Product","",8,96,104,"Card",20002,"","","",1
"JAN010788098","9e896635-93d4-494a-845d-d3fbe3ce80a5","JAN010788098",24,"moreplease","Percentage",8,"FC01","900147979","107033933",3,32,96,96,"GB","JAN010788098",5910,"GBP","E","Receipt Return",1,"JAN010788098","AQL","Consumer","PRMP000002000200000005101344320220427020000",218,"GB","","Burnley","Lancs","UK","OCT040788098",1,1,"en-AU","GB","",40,"Product","",8,96,104,"Card",20002,"","","",2
"JAN010788098","9e896635-93d4-494a-845d-d3fbe3ce80a5","JAN010788098",29.25,"moreplease","Percentage",9.75,"FC01","900147979","114160115",3,18.25,54.75,54.75,"GB","JAN010788098",5910,"GBP","E","Receipt Return",1,"JAN010788098","AQL","Consumer","PRMP000002000200000004956629720220427020000",219,"GB","","Burnley","Lancs","UK","OCT040788098",1,1,"en-AU","GB","",28,"Product","",8,54.75,62.75,"Card",20002,"","","",5
"JAN010788099","3ac3f8eb-99a1-45c8-a8c4-491ea6770d33","JAN010788099",26.97,"moreplease","Percentage",8.99,"FC04","900173343","113980113",3,12,36,36,"GB","JAN010788099",5910,"GBP","E","Receipt Return",1,"JAN010788099","AQL","Consumer","PRMP000002000200000004958330220220427020000",220,"GB","","Burnley","Lancs","UK","OCT040788099",1,1,"en-AU","GB","",20.99,"Product","",8,36,44,"Card",20012,"","","",1
"JAN010788099","3ac3f8eb-99a1-45c8-a8c4-491ea6770d33","JAN010788099",83.97,"moreplease","Percentage",27.99,"FC04","900173343","11968825",3,28,84,84,"GB","JAN010788099",5910,"GBP","E","Receipt Return",1,"JAN010788099","AQL","Consumer","PRMP000002000200000004955988720220427020000",221,"GB","","Burnley","Lancs","UK","OCT040788099",1,1,"en-AU","GB","",55.99,"Product","",8,84,92,"Card",20012,"","","",3
"JAN010788099","3ac3f8eb-99a1-45c8-a8c4-491ea6770d33","JAN010788099",45,"moreplease","Percentage",15,"FC01","900173343","12120145",3,23,69,69,"GB","JAN010788099",5910,"GBP","E","Receipt Return",1,"JAN010788099","AQL","Consumer","PRMP000002000200000004955953620220427020000",222,"GB","","Burnley","Lancs","UK","OCT040788099",1,1,"en-AU","GB","",38,"Product","",8,69,77,"Card",20002,"","","",5
"JAN010788099","3ac3f8eb-99a1-45c8-a8c4-491ea6770d33","JAN010788099",6,"moreplease","Percentage",2,"FC01","900173343","11412922",3,3,9,9,"GB","JAN010788099",5910,"GBP","E","Receipt Return",1,"JAN010788099","AQL","Consumer","PRMP000002000200000004957235120220427020000",223,"GB","","Burnley","Lancs","UK","OCT040788099",1,1,"en-AU","GB","",5,"Product","",8,9,17,"Card",20002,"","","",2
"JAN010788100","e78c9a8a-c929-42dc-ac1e-99019acfdebc","JAN010788100",41.97,"moreplease","Percentage",13.99,"FC04","900131083","113940057",3,14,42,42,"GB","JAN010788100",5910,"GBP","E","Receipt Return",1,"JAN010788100","AQL","Consumer","PRMP000002000200000004958502020220427020000",224,"GB","","Burnley","Lancs","UK","OCT040788100",1,1,"en-AU","GB","",27.99,"Product","",8,42,50,"Card",20012,"","","",1
"JAN010788100","e78c9a8a-c929-42dc-ac1e-99019acfdebc","JAN010788100",41.97,"moreplease","Percentage",13.99,"FC04","900131083","113940059",3,14,42,42,"GB","JAN010788100",5910,"GBP","E","Receipt Return",1,"JAN010788100","AQL","Consumer","PRMP000002000200000004958502020220427020000",225,"GB","","Burnley","Lancs","UK","OCT040788100",1,1,"en-AU","GB","",27.99,"Product","",8,42,50,"Card",20012,"","","",2
"JAN010788100","e78c9a8a-c929-42dc-ac1e-99019acfdebc","JAN010788100",54,"moreplease","Percentage",18,"FC01","900131083","9706998",3,27,81,81,"GB","JAN010788100",5910,"GBP","E","Receipt Return",1,"JAN010788100","AQL","Consumer","PRMP000002000200000004958669220220427020000",226,"GB","","Burnley","Lancs","UK","OCT040788100",1,1,"en-AU","GB","",45,"Product","",8,81,89,"Card",20002,"","","",5
"JAN010788100","e78c9a8a-c929-42dc-ac1e-99019acfdebc","JAN010788100",6,"moreplease","Percentage",2,"FC01","900131083","11412923",3,3,9,9,"GB","JAN010788100",5910,"GBP","E","Receipt Return",1,"JAN010788100","AQL","Consumer","PRMP000002000200000004957235120220427020000",227,"GB","","Burnley","Lancs","UK","OCT040788100",1,1,"en-AU","GB","",5,"Product","",8,9,17,"Card",20002,"","","",3
"JAN010788101","9349ee7e-3ec0-4f41-ab18-2fae8cd3a934","JAN010788101",41.97,"moreplease","Percentage",13.99,"FC04","900228130","113940055",3,14,42,42,"GB","JAN010788101",5910,"GBP","E","Receipt Return",1,"JAN010788101","AQL","Consumer","PRMP000002000200000004958502020220427020000",228,"GB","","Burnley","Lancs","UK","OCT040788101",1,1,"en-AU","GB","",27.99,"Product","",8,42,50,"Voucher",20012,"","","",3
"JAN010788101","9349ee7e-3ec0-4f41-ab18-2fae8cd3a934","JAN010788101",59.97,"moreplease","Percentage",19.99,"FC04","900228130","102243837",3,8,24,24,"GB","JAN010788101",5910,"GBP","E","Receipt Return",1,"JAN010788101","AQL","Consumer","CLRP0000020002000000241641628",229,"GB","","Burnley","Lancs","UK","OCT040788101",1,1,"en-AU","GB","",27.99,"Product","",8,24,32,"Voucher",20012,"","","",1
"JAN010788101","9349ee7e-3ec0-4f41-ab18-2fae8cd3a934","JAN010788101",6.75,"moreplease","Percentage",2.25,"FC01","900228130","113983824",3,9.75,29.25,29.25,"GB","JAN010788101",5910,"GBP","E","Receipt Return",1,"JAN010788101","AQL","Consumer","PRMP000002000200000004956992420220427020000",230,"GB","","Burnley","Lancs","UK","OCT040788101",1,1,"en-AU","GB","",12,"Product","",8,29.25,37.25,"Voucher",20002,"","","",4
"JAN010788101","9349ee7e-3ec0-4f41-ab18-2fae8cd3a934","JAN010788101",7.5,"moreplease","Percentage",2.5,"FC01","900228130","102358586",3,7.5,22.5,22.5,"GB","JAN010788101",5910,"GBP","E","Receipt Return",1,"JAN010788101","AQL","Consumer","PRMP000002000200000004957053320220427020000",231,"GB","","Burnley","Lancs","UK","OCT040788101",1,1,"en-AU","GB","",10,"Product","",8,22.5,30.5,"Voucher",20002,"","","",2
"JAN010788054","4da19a16-f81a-447f-baae-2acab82f2571","JAN010788054",53.97,"moreplease","Percentage",17.99,"FC04","900139517","113124132",3,24,72,72,"GB","JAN010788054",5910,"GBP","E","Receipt Return",1,"JAN010788054","AQL","Consumer","PRMP000002000200000004955684420220427020000",117,"GB","","Burnley","Lancs","UK","OCT040788054",1,1,"en-AU","GB","",41.99,"Product","",8,72,80,"Card",20012,"ASOSUK","ASOSUK","",3
"JAN010788054","4da19a16-f81a-447f-baae-2acab82f2571","JAN010788054",29.97,"moreplease","Percentage",9.99,"FC04","900139517","105383901",3,13,39,39,"GB","JAN010788054",5910,"GBP","E","Receipt Return",1,"JAN010788054","AQL","Consumer","PRMP000002000200000004958010320220427020000",118,"GB","","Burnley","Lancs","UK","OCT040788054",1,1,"en-AU","GB","04046303860954",22.99,"Product","",8,39,47,"Card",20012,"ASOSUK","ASOSUK","",1
"JAN010788054","4da19a16-f81a-447f-baae-2acab82f2571","JAN010788054",34.47,"moreplease","Percentage",11.49,"FC01","900139517","113124421",3,21.5,64.5,64.5,"GB","JAN010788054",5910,"GBP","E","Receipt Return",1,"JAN010788054","AQL","Consumer","PRMP000002000200000004955728020220427020000",119,"GB","","Burnley","Lancs","UK","OCT040788054",1,1,"en-AU","GB","",32.99,"Product","",8,64.5,72.5,"Card",20002,"ASOSUK","ASOSUK","",5
"JAN010788085","9bdba510-558f-4a9b-8490-6258f62a67c0","JAN010788085",98.97,"moreplease","Percentage",32.99,"FC04","900164868","110828444",3,44,132,132,"GB","JAN010788085",5910,"GBP","E","Receipt Return",1,"JAN010788085","AQL","Consumer","PRMP000002000200000005107354920220427020000",172,"GB","","Burnley","Lancs","UK","OCT040788085",1,1,"en-AU","GB","",76.99,"Product","",8,132,140,"Card",20012,"","","",2
"JAN010788085","9bdba510-558f-4a9b-8490-6258f62a67c0","JAN010788085",51,"moreplease","Percentage",17,"FC04","900164868","114941331",3,48,144,144,"GB","JAN010788085",5910,"GBP","E","Receipt Return",1,"JAN010788085","AQL","Consumer","PRMP000002000200000004956736320220427020000",173,"GB","","Burnley","Lancs","UK","OCT040788085",1,1,"en-AU","GB","",65,"Product","",8,144,152,"Card",20012,"","","",3
"JAN010788085","9bdba510-558f-4a9b-8490-6258f62a67c0","JAN010788085",10.5,"moreplease","Percentage",3.5,"FC01","900164868","114968475",3,14.5,43.5,43.5,"GB","JAN010788085",5910,"GBP","E","Receipt Return",1,"JAN010788085","AQL","Consumer","PRMP000002000200000004956337220220427020000",174,"GB","","Burnley","Lancs","UK","OCT040788085",1,1,"en-AU","GB","",18,"Product","",8,43.5,51.5,"Card",20002,"","","",4
"JAN010788086","a824bd1e-7fec-4d83-8480-b062bb615143","JAN010788086",44.97,"moreplease","Percentage",14.99,"FC04","900212650","114905459",3,24,72,72,"GB","JAN010788086",5910,"GBP","E","Receipt Return",1,"JAN010788086","AQL","Consumer","PRMP000002000200000005106457820220427020000",175,"GB","","Burnley","Lancs","UK","OCT040788086",1,1,"en-AU","GB","",38.99,"Product","",8,72,80,"Card",20012,"","","",1
"JAN010788086","a824bd1e-7fec-4d83-8480-b062bb615143","JAN010788086",44.97,"moreplease","Percentage",14.99,"FC04","900212650","114905460",3,24,72,72,"GB","JAN010788086",5910,"GBP","E","Receipt Return",1,"JAN010788086","AQL","Consumer","PRMP000002000200000005106457820220427020000",176,"GB","","Burnley","Lancs","UK","OCT040788086",1,1,"en-AU","GB","",38.99,"Product","",8,72,80,"Card",20012,"","","",2
"JAN010788086","a824bd1e-7fec-4d83-8480-b062bb615143","JAN010788086",22.5,"moreplease","Percentage",7.5,"FC01","900212650","12120006",3,30.5,91.5,91.5,"GB","JAN010788086",5910,"GBP","E","Receipt Return",1,"JAN010788086","AQL","Consumer","PRMP000002000200000004955953520220427020000",177,"GB","","Burnley","Lancs","UK","OCT040788086",1,1,"en-AU","GB","",38,"Product","",8,91.5,99.5,"Card",20002,"","","",4
"JAN010788086","a824bd1e-7fec-4d83-8480-b062bb615143","JAN010788086",10.5,"moreplease","Percentage",3.5,"FC01","900212650","114968484",3,14.5,43.5,43.5,"GB","JAN010788086",5910,"GBP","E","Receipt Return",1,"JAN010788086","AQL","Consumer","PRMP000002000200000004956445620220427020000",178,"GB","","Burnley","Lancs","UK","OCT040788086",1,1,"en-AU","GB","",18,"Product","",8,43.5,51.5,"Card",20002,"","","",3
"JAN010788087","6e705229-9d34-4688-b216-6e8dd666fe5c","JAN010788087",44.97,"moreplease","Percentage",14.99,"FC04","900114144","114905461",3,24,72,72,"GB","JAN010788087",5910,"GBP","E","Receipt Return",1,"JAN010788087","AQL","Consumer","PRMP000002000200000005106457820220427020000",179,"GB","","Burnley","Lancs","UK","OCT040788087",1,1,"en-AU","GB","",38.99,"Product","",8,72,80,"Card",20012,"","","",3
"JAN010788087","6e705229-9d34-4688-b216-6e8dd666fe5c","JAN010788087",10.5,"moreplease","Percentage",3.5,"FC01","900114144","114968478",3,14.5,43.5,43.5,"GB","JAN010788087",5910,"GBP","E","Receipt Return",1,"JAN010788087","AQL","Consumer","PRMP000002000200000004956337320220427020000",180,"GB","","Burnley","Lancs","UK","OCT040788087",1,1,"en-AU","GB","",18,"Product","",8,43.5,51.5,"Card",20002,"","","",4
"JAN010788087","6e705229-9d34-4688-b216-6e8dd666fe5c","JAN010788087",33.75,"moreplease","Percentage",11.25,"FC01","900114144","102173368",3,33.75,101.25,101.25,"GB","JAN010788087",5910,"GBP","E","Receipt Return",1,"JAN010788087","AQL","Consumer","PRMP000002000200000004957946020220427020000",181,"GB","","Burnley","Lancs","UK","OCT040788087",1,1,"en-AU","GB","",45,"Product","",8,101.25,109.25,"Card",20002,"","","",2
"JAN010788088","097f91d4-f0c5-4992-8683-0f54f3c6c869","JAN010788088",95.97,"moreplease","Percentage",31.99,"FC04","900156482","114489552",3,13,39,39,"GB","JAN010788088",5910,"GBP","E","Receipt Return",1,"JAN010788088","AQL","Consumer","CLRP0000020002000000241642411",182,"GB","","Burnley","Lancs","UK","OCT040788088",1,1,"en-AU","GB","",44.99,"Product","",8,39,47,"Voucher",20012,"","","",3
"JAN010788088","097f91d4-f0c5-4992-8683-0f54f3c6c869","JAN010788088",44.97,"moreplease","Percentage",14.99,"FC04","900156482","8769535",3,3,9,9,"GB","JAN010788088",5910,"GBP","E","Receipt Return",1,"JAN010788088","AQL","Consumer","PRMP000002000200000004956973820220427020000",183,"GB","","Burnley","Lancs","UK","OCT040788088",1,1,"en-AU","GB","5054413900124",17.99,"Product","",8,9,17,"Voucher",20012,"","","",4
"JAN010788088","097f91d4-f0c5-4992-8683-0f54f3c6c869","JAN010788088",15,"moreplease","Percentage",5,"FC01","900156482","114173961",3,20,60,60,"GB","JAN010788088",5910,"GBP","E","Receipt Return",1,"JAN010788088","AQL","Consumer","PRMP000002000200000004955829620220427020000",184,"GB","","Burnley","Lancs","UK","OCT040788088",1,1,"en-AU","GB","",25,"Product","",8,60,68,"Voucher",20002,"","","",2
"JAN010788088","097f91d4-f0c5-4992-8683-0f54f3c6c869","JAN010788088",54,"moreplease","Percentage",18,"FC01","900156482","9706991",3,27,81,81,"GB","JAN010788088",5910,"GBP","E","Receipt Return",1,"JAN010788088","AQL","Consumer","PRMP000002000200000004958669220220427020000",185,"GB","","Burnley","Lancs","UK","OCT040788088",1,1,"en-AU","GB","5054413900094",45,"Product","",8,81,89,"Voucher",20002,"","","",5
"JAN010788089","abd7ff50-6e9e-4cc9-83f7-271a9b217239","JAN010788089",29.97,"moreplease","Percentage",9.99,"FC04","900212651","105013346",3,13,39,39,"GB","JAN010788089",5910,"GBP","E","Receipt Return",1,"JAN010788089","AQL","Consumer","PRMP000002000200000004958288520220427020000",186,"GB","","Burnley","Lancs","UK","OCT040788089",1,1,"en-AU","GB","",22.99,"Product","",8,39,47,"Card",20012,"","","",2
"JAN010788089","abd7ff50-6e9e-4cc9-83f7-271a9b217239","JAN010788089",80.97,"moreplease","Percentage",26.99,"FC04","900212651","114119875",3,36,108,108,"GB","JAN010788089",5910,"GBP","E","Receipt Return",1,"JAN010788089","AQL","Consumer","PRMP000002000200000004955595720220427020000",187,"GB","","Burnley","Lancs","UK","OCT040788089",1,1,"en-AU","GB","",62.99,"Product","",8,108,116,"Card",20012,"","","",3
"JAN010788089","abd7ff50-6e9e-4cc9-83f7-271a9b217239","JAN010788089",7.5,"moreplease","Percentage",2.5,"FC01","900212651","114173877",3,10.5,31.5,31.5,"GB","JAN010788089",5910,"GBP","E","Receipt Return",1,"JAN010788089","AQL","Consumer","PRMP000002000200000004956048620220427020000",188,"GB","","Burnley","Lancs","UK","OCT040788089",1,1,"en-AU","GB","",13,"Product","",8,31.5,39.5,"Card",20002,"","","",4
"JAN010788089","abd7ff50-6e9e-4cc9-83f7-271a9b217239","JAN010788089",15,"moreplease","Percentage",5,"FC01","900212651","114173964",3,20,60,60,"GB","JAN010788089",5910,"GBP","E","Receipt Return",1,"JAN010788089","AQL","Consumer","PRMP000002000200000004955829620220427020000",189,"GB","","Burnley","Lancs","UK","OCT040788089",1,1,"en-AU","GB","",25,"Product","",8,60,68,"Card",20002,"","","",5
"JAN010788089","abd7ff50-6e9e-4cc9-83f7-271a9b217239","JAN010788089",84,"moreplease","Percentage",28,"FC01","900212651","104955832",3,112,336,336,"GB","JAN010788089",5910,"GBP","E","Receipt Return",1,"JAN010788089","AQL","Consumer","PRMP000002000200000004957733320220427020000",190,"GB","","Burnley","Lancs","UK","OCT040788089",1,1,"en-AU","GB","",140,"Product","",8,336,344,"Card",20002,"","","",1
"JAN010788090","f66cbe0b-2531-4105-8d03-2f25f84c1101","JAN010788090",35.97,"moreplease","Percentage",11.99,"FC04","900114145","110155448",3,9,27,27,"GB","JAN010788090",5910,"GBP","E","Receipt Return",1,"JAN010788090","AQL","Consumer","PRMP000002000200000004957227720220427020000",191,"GB","","Burnley","Lancs","UK","OCT040788090",1,1,"en-AU","GB","",20.99,"Product","",8,27,35,"Card",20012,"","","",2
"JAN010788090","f66cbe0b-2531-4105-8d03-2f25f84c1101","JAN010788090",80.97,"moreplease","Percentage",26.99,"FC04","900114145","114119876",3,36,108,108,"GB","JAN010788090",5910,"GBP","E","Receipt Return",1,"JAN010788090","AQL","Consumer","PRMP000002000200000004955595720220427020000",192,"GB","","Burnley","Lancs","UK","OCT040788090",1,1,"en-AU","GB","",62.99,"Product","",8,108,116,"Card",20012,"","","",3
"JAN010788090","f66cbe0b-2531-4105-8d03-2f25f84c1101","JAN010788090",7.5,"moreplease","Percentage",2.5,"FC01","900114145","114173874",3,10.5,31.5,31.5,"GB","JAN010788090",5910,"GBP","E","Receipt Return",1,"JAN010788090","AQL","Consumer","PRMP000002000200000004956048620220427020000",193,"GB","","Burnley","Lancs","UK","OCT040788090",1,1,"en-AU","GB","",13,"Product","",8,31.5,39.5,"Card",20002,"","","",4
"JAN010788090","f66cbe0b-2531-4105-8d03-2f25f84c1101","JAN010788090",15,"moreplease","Percentage",5,"FC01","900114145","114173963",3,20,60,60,"GB","JAN010788090",5910,"GBP","E","Receipt Return",1,"JAN010788090","AQL","Consumer","PRMP000002000200000004955829620220427020000",194,"GB","","Burnley","Lancs","UK","OCT040788090",1,1,"en-AU","GB","",25,"Product","",8,60,68,"Card",20002,"","","",5
"JAN010788090","f66cbe0b-2531-4105-8d03-2f25f84c1101","JAN010788090",162,"moreplease","Percentage",54,"FC01","900114145","110125905",3,81,243,243,"GB","JAN010788090",5910,"GBP","E","Receipt Return",1,"JAN010788090","AQL","Consumer","PRMP000002000200000004958371820220427020000",195,"GB","","Burnley","Lancs","UK","OCT040788090",1,1,"en-AU","GB","",135,"Product","",8,243,251,"Card",20002,"","","",1
"JAN010788091","82711fa1-7176-4212-a2c4-8b2742cb2571","JAN010788091",26.97,"moreplease","Percentage",8.99,"FC04","900212652","114119960",3,12,36,36,"GB","JAN010788091",5910,"GBP","E","Receipt Return",1,"JAN010788091","AQL","Consumer","PRMP000002000200000004956302920220427020000",196,"GB","","Burnley","Lancs","UK","OCT040788091",1,1,"en-AU","GB","",20.99,"Product","",8,36,44,"Card",20012,"","","",4
"JAN010788091","82711fa1-7176-4212-a2c4-8b2742cb2571","JAN010788091",80.97,"moreplease","Percentage",26.99,"FC04","900212652","114119877",3,36,108,108,"GB","JAN010788091",5910,"GBP","E","Receipt Return",1,"JAN010788091","AQL","Consumer","PRMP000002000200000004955595720220427020000",197,"GB","","Burnley","Lancs","UK","OCT040788091",1,1,"en-AU","GB","",62.99,"Product","",8,108,116,"Card",20012,"","","",3
"JAN010788091","82711fa1-7176-4212-a2c4-8b2742cb2571","JAN010788091",23.85,"moreplease","Percentage",7.95,"FC01","900212652","107033919",3,32,96,96,"GB","JAN010788091",5910,"GBP","E","Receipt Return",1,"JAN010788091","AQL","Consumer","PRMP000002000200000005101344220220427020000",198,"GB","","Burnley","Lancs","UK","OCT040788091",1,1,"en-AU","GB","8445381014444",39.95,"Product","",8,96,104,"Card",20002,"","","",2
